날짜,주가_모멘텀,주가_강도,주가_폭,풋콜_비율,신용스프레드,시장_변동성,안전자산_수요,K_탐욕공포지수,등급,업데이트_시각,CNN_탐욕공포지수,CNN_등급
2026-06-19,96.01593625498009,1.1952191235059761,0.0,7.171314741035857,5.179282868525888,11.55378486055777,94.02390438247012,30.734206033010814,공포,,,
2026-06-22,96.01593625498009,12.350597609561753,0.0,61.354581673306775,5.976095617529879,15.13944223107569,77.29083665338645,38.30392714854867,공포,,,
2026-06-23,82.07171314741036,0.398406374501992,0.0,13.545816733067724,1.1952191235059786,7.968127490039848,33.46613545816733,19.80648833238475,극단적 공포,,,
2026-06-24,86.45418326693228,34.66135458167331,0.0,98.40637450199203,0.0,7.968127490039848,35.85657370517929,37.620944792259536,공포,,,
2026-06-29,80.47808764940238,80.0796812749004,0.0,71.31474103585657,0.0,3.1872509960159334,9.9601593625498,35.002845759817866,공포,,,
2026-06-30,81.67330677290838,47.808764940239044,0.0,16.33466135458167,0.0,4.7808764940239,4.382470119521913,22.140011383039276,극단적 공포,,,
2026-07-01,73.30677290836654,84.4621513944223,0.0,95.2191235059761,0.0,4.382470119521912,2.788844621513944,37.16562322140011,공포,,,
2026-07-02,47.01195219123506,4.780876494023905,0.0,100.0,0.0,0.0,1.1952191235059761,21.855435401252134,극단적 공포,,,
2026-07-03,59.36254980079681,25.49800796812749,0.0,86.45418326693228,0.0,0.0,11.155378486055776,26.067159931701763,공포,,,
2026-07-06,56.97211155378486,72.11155378486056,0.0,33.86454183266933,0.7968127490039763,7.56972111553786,45.81673306772908,31.018782014797956,공포,,,
2026-07-07,38.645418326693225,24.701195219123505,0.0,16.733067729083658,0.0,11.952191235059757,3.5856573705179287,13.659647125782584,극단적 공포,,,
